CODI_PROGRAMA,CODI_EXPEDIENT,CODI_UPC_UD,CREDITS,CURS,QUAD,SUPERA,NOTA_PROF,NOTA_NUM_AVAL,NOTA_NUM_DEF,GRUP_CLASSE
752,249938,240014,6,2011,1,S,5,5,5,22
752,245407,240014,6,2011,1,S,5,5,5,22
752,244758,240014,6,2011,1,N,2.6,2.6,2.6,22
752,245635,240014,6,2011,1,N,4.5,4.5,4.5,22
752,250039,240014,6,2011,1,N,1,1,1,22
752,250576,240014,6,2011,1,S,5,5,5,22
754,246671,240014,6,2011,1,N,0,0,0,22
752,247858,240014,6,2011,1,S,7.6,7.6,7.6,22
754,231036,240024,4.5,2011,1,N,2.9,2.9,2.9,20
752,226889,240024,4.5,2011,1,S,8,8,8,30
752,243200,240024,4.5,2011,1,S,4.7,4.7,5,30
752,232965,240024,4.5,2011,1,S,7.3,7.3,7.3,30
752,254784,240024,4.5,2011,1,S,5.5,5.5,5.5,10
752,227725,240024,4.5,2011,1,S,6.9,6.9,6.9,10
752,232248,240024,4.5,2011,1,S,4.7,4.7,5,10
752,227807,240024,4.5,2011,1,S,5.1,5.1,5.1,10
752,228998,240024,4.5,2011,1,N,4.6,4.6,4.6,10
752,245677,240012,6,2011,1,S,7,7,7,12
752,250255,240012,6,2011,1,N,4.5,4.5,4.5,12
752,245517,240012,6,2011,1,S,7.1,7.1,7.1,12
752,244140,240012,6,2011,1,N,2.4,2.4,2.4,12
752,245563,240012,6,2011,1,S,5,5,5,11
752,245453,240012,6,2011,1,S,7.6,7.6,7.6,12
752,245086,240012,6,2011,1,S,5.3,5.3,5.3,12
752,244457,240012,6,2011,1,S,6.7,6.7,6.7,12
752,248139,240023,6,2011,1,S,6,6,6,CONV
752,246579,240013,6,2011,1,S,5,5,5,CONV
752,246587,240014,6,2011,1,S,5.5,5.5,5.5,CONV
754,250494,240012,6,2011,1,S,5.4,5.4,5.4,22
752,242722,240012,6,2011,1,S,6.8,6.8,6.8,22
754,248457,240012,6,2011,1,N,1.8,1.8,1.8,22
754,245003,240012,6,2011,1,S,5.6,5.6,5.6,22
754,249906,240012,6,2011,1,S,5,5,5,22
753,250107,240012,6,2011,1,N,2.3,2.3,2.3,31
754,248444,240012,6,2011,1,S,5.5,5.5,5.5,22
753,244954,240012,6,2011,1,S,5.9,5.9,5.9,31
752,262056,240012,6,2012,1,S,9,9,9,CONV
753,245546,240013,6,2011,1,S,5.9,5.9,5.9,32
752,228540,240023,6,2011,1,N,1.9,1.9,1.9,30
752,228532,240023,6,2011,1,S,5.5,5.5,5.5,30
752,262673,240024,4.5,2012,1,S,5.5,5.5,5.3,
752,262674,240013,6,2012,1,S,6.7,6.7,6.7,
754,249906,240013,6,2011,1,N,3.2,3.2,3.2,22
752,228600,240023,6,2011,1,S,4.7,4.7,5,10
752,230521,240023,6,2011,1,N,1.5,1.5,1.5,10
752,229211,240023,6,2011,1,S,4.5,4.5,5,20
752,231325,240023,6,2011,1,S,5,5,5,20
752,228204,240023,6,2011,1,S,5.5,5.5,5.5,20
752,228281,240023,6,2011,1,S,5,5,5,20
752,228536,240023,6,2011,1,S,5,5,5,20
752,244738,240023,6,2011,1,S,5.5,5.5,5.5,20
752,256156,240015,6,2011,2,S,6.4,6.4,6.4,
754,247176,240013,6,2011,1,N,0,0,0,22
752,228721,240013,6,2011,1,N,3,3,3,22
752,245447,240013,6,2011,1,N,4.4,4.4,4.4,22
753,243813,240013,6,2011,1,N,4.7,4.7,4.7,31
753,245657,240013,6,2011,1,S,5.7,5.7,5.7,31
753,245253,240013,6,2011,1,S,5,5,5,31
752,228047,240013,6,2011,1,S,5.7,5.7,5.7,31
752,226881,240013,6,2011,1,S,5.3,5.3,5.3,32
753,244660,240013,6,2011,1,N,3.4,3.4,3.4,32
753,230138,240013,6,2011,1,N,0.2,0.2,0.2,32
753,250168,240013,6,2011,1,N,2.6,2.6,2.6,32
752,245208,240013,6,2011,1,S,5.7,5.7,5.7,21
752,243572,240013,6,2011,1,S,4.8,4.8,5,22
754,244359,240013,6,2011,1,N,2.1,2.1,2.1,22
752,227857,240023,6,2011,1,S,5.2,5.2,5.2,10
752,226431,240023,6,2011,1,N,3,3,3,10
754,231402,240023,6,2011,1,N,0.7,0.7,0.7,10
753,230679,240023,6,2011,1,S,5,5,5,10
753,226999,240023,6,2011,1,S,5.1,5.1,5.1,10
752,229262,240023,6,2011,1,S,5.7,5.7,5.7,10
752,227369,240023,6,2011,1,N,0.9,0.9,0.9,10
753,227130,240023,6,2011,1,N,0,0,0,10
752,247531,240023,6,2011,1,N,4,4,4,20
752,247546,240023,6,2011,1,N,3.3,3.3,3.3,20
753,245644,240013,6,2011,1,N,4.3,4.3,4.3,31
753,250364,240013,6,2011,1,N,2.8,2.8,2.8,31
753,250415,240013,6,2011,1,N,1.2,1.2,1.2,31
753,250208,240013,6,2011,1,N,1.5,1.5,1.5,31
753,246159,240013,6,2011,1,S,5,5,5,31
752,245986,240013,6,2011,1,S,7.2,7.2,7.2,22
752,244129,240013,6,2011,1,S,8.1,8.1,8.1,41
752,244905,240013,6,2011,1,N,2.4,2.4,2.4,41
752,245585,240013,6,2011,1,S,5,5,5,41
752,228268,240023,6,2011,1,S,5,5,5,30
752,226463,240023,6,2011,1,N,1.5,1.5,1.5,30
752,228055,240023,6,2011,1,S,5.8,5.8,5.8,30
752,239893,240023,6,2011,1,S,6.5,6.5,6.5,40
752,228049,240023,6,2011,1,N,1.3,1.3,1.3,40
752,229972,240023,6,2011,1,N,3.4,3.4,3.4,30
752,228245,240023,6,2011,1,N,4.3,4.3,4.3,30
752,246519,240023,6,2011,1,N,3.5,3.5,3.5,30
752,229911,240023,6,2011,1,N,0.4,0.4,0.4,30
752,227994,240023,6,2011,1,S,5.6,5.6,5.6,30
752,228715,240023,6,2011,1,S,5.2,5.2,5.2,30
752,239840,240023,6,2011,1,N,2.5,2.5,2.5,30
753,230998,240023,6,2011,1,N,2,2,2,40
753,231678,240023,6,2011,1,N,1.3,1.3,1.3,40
753,261949,240013,6,2012,1,S,5.2,5.2,5.2,CONV
752,245649,240013,6,2011,1,S,6,6,6,42
752,246094,240013,6,2011,1,S,5.7,5.7,5.7,42
752,230353,240023,6,2011,1,S,6.3,6.3,6.3,40
753,228610,240023,6,2011,1,S,5,5,5,40
753,228517,240023,6,2011,1,N,1.4,1.4,1.4,40
753,263603,240022,6,2012,1,S,5,5,5,
752,246356,240014,6,2011,1,S,7.3,7.3,7.3,41
752,246265,240014,6,2011,1,S,8.2,8.2,8.2,41
752,245443,240014,6,2011,1,S,4.2,4.2,5,41
752,262293,240013,6,2012,1,S,10,10,10,
752,259105,240015,6,2012,1,S,6.7,6.7,6.7,
752,261357,240015,6,2012,1,S,7.4,7.4,7.4,
752,265864,240025,7.5,2012,1,S,7.1,7.1,7.1,
752,258472,240013,6,2012,1,S,,,,CONV
752,244340,240013,6,2011,1,S,7.8,7.8,7.8,41
752,245374,240013,6,2011,1,S,6.8,6.8,6.8,41
752,243988,240013,6,2011,1,S,6.1,6.1,6.1,41
752,244531,240013,6,2011,1,S,6.1,6.1,6.1,41
752,263604,240011,6,2012,1,S,6,6,6,
752,228600,240015,6,2011,1,S,7,7,7,221
754,245231,240015,6,2011,1,N,0.3,0.3,0.3,221
754,248357,240015,6,2011,1,N,4.1,4.1,4.1,221
752,244651,240014,6,2011,1,N,3.9,3.9,3.9,52
752,249058,240014,6,2011,1,S,5,5,5,52
752,250475,240014,6,2011,1,N,0,0,0,52
752,227199,240021,6,2011,1,S,5.3,5.3,5.3,20
754,232659,240021,6,2011,1,N,3.1,3.1,3.1,20
753,228849,240021,6,2011,1,S,5.1,5.1,5.1,40
753,228517,240021,6,2011,1,S,5.5,5.5,5.5,40
752,227182,240021,6,2011,1,S,5,5,5,40
752,248551,240015,6,2011,1,S,7.5,7.5,7.5,212
752,246519,240015,6,2011,1,S,5,5,5,
752,247439,240013,6,2011,1,S,5.9,5.9,5.9,
752,245370,240014,6,2011,1,N,0,0,0,42
752,243676,240014,6,2011,1,S,5.1,5.1,5.1,42
754,248724,240014,6,2011,1,N,3.4,3.4,3.4,52
752,244226,240014,6,2011,1,N,3.5,3.5,3.5,52
752,245865,240014,6,2011,1,N,2.2,2.2,2.2,52
752,228530,240021,6,2011,1,N,1.4,1.4,1.4,30
752,229148,240021,6,2011,1,S,7,7,7,30
752,227607,240021,6,2011,1,N,4,4,4,30
752,229368,240021,6,2011,1,S,4.7,4.7,5,30
752,227880,240021,6,2011,1,S,6.8,6.8,6.8,30
752,228055,240021,6,2011,1,S,5.8,5.8,5.8,30
753,248740,240015,6,2011,1,S,8.1,8.1,8.1,322
753,248653,240015,6,2011,1,S,6.1,6.1,6.1,322
753,244212,240015,6,2011,1,S,7.2,7.2,7.2,322
753,245887,240015,6,2011,1,S,6.3,6.3,6.3,322
752,230008,240015,6,2011,1,S,6.6,6.6,6.6,411
752,243999,240014,6,2011,1,S,8.1,8.1,8.1,42
752,246094,240014,6,2011,1,S,7,7,7,42
752,243899,240014,6,2011,1,S,7.5,7.5,7.5,42
752,244408,240013,6,2011,1,S,5,5,5,11
752,239840,240013,6,2011,1,S,5,5,5,11
752,245605,240013,6,2011,1,S,8.4,8.4,8.4,11
752,242655,240013,6,2011,1,S,9,9,9,11
752,245451,240013,6,2011,1,S,7.3,7.3,7.3,12
752,227953,240021,6,2011,1,S,5.3,5.3,5.3,20
752,243551,240014,6,2011,1,N,3.6,3.6,3.6,42
752,226889,240013,6,2011,1,S,0.7,4.8,5,11
752,245181,240013,6,2011,1,N,3.1,3.1,3.1,11
752,245070,240013,6,2011,1,S,5,5,5,11
752,245826,240013,6,2011,1,S,5.6,5.6,5.6,12
752,243766,240013,6,2011,1,S,5.2,5.2,5.2,12
752,248425,240013,6,2011,1,S,7.3,7.3,7.3,12
752,244342,240013,6,2011,1,S,5.4,5.4,5.4,12
753,244786,240015,6,2011,1,S,7.8,7.8,7.8,312
753,245769,240015,6,2011,1,N,1.1,1.1,1.1,312
752,228572,240015,6,2011,1,N,0,0,0,321
753,245650,240015,6,2011,1,N,1.9,1.9,1.9,321
753,244135,240015,6,2011,1,N,1.9,1.9,1.9,321
752,248722,240014,6,2011,1,S,8.4,8.4,8.4,52
752,245724,240014,6,2011,1,S,5.7,5.7,5.7,52
752,245663,240014,6,2011,1,N,2.8,2.8,2.8,61
752,245643,240014,6,2011,1,S,5,5,5,62
752,244119,240014,6,2011,1,S,6,6,6,62
752,245878,240014,6,2011,1,S,4.4,4.4,5,21
752,245564,240014,6,2011,1,S,5.9,5.9,5.9,21
752,246304,240014,6,2011,1,S,6.2,6.2,6.2,21
752,244032,240013,6,2011,1,S,8,8,8,11
753,250107,240015,6,2011,1,N,0,0,0,312
753,245781,240015,6,2011,1,N,3.3,3.3,3.3,312
753,244040,240015,6,2011,1,S,7.6,7.6,7.6,312
752,249953,240014,6,2011,1,S,5.6,5.6,5.6,61
752,245359,240014,6,2011,1,S,5.8,5.8,5.8,61
752,244886,240014,6,2011,1,S,5.5,5.5,5.5,61
752,245985,240014,6,2011,1,S,6.9,6.9,6.9,61
752,245110,240014,6,2011,1,S,5.7,5.7,5.7,21
752,243124,240014,6,2011,1,S,5.7,5.7,5.7,21
752,245369,240013,6,2011,1,S,5,5,5,12
752,244648,240013,6,2011,1,S,9,9,9,21
752,243582,240013,6,2011,1,S,6,6,6,21
752,245676,240013,6,2011,1,S,6.8,6.8,6.8,21
752,245564,240013,6,2011,1,S,5.2,5.2,5.2,21
753,228517,240013,6,2011,1,N,4.4,4.4,4.4,21
752,245675,240013,6,2011,1,S,5.8,5.8,5.8,21
752,243374,240015,6,2011,1,S,6.2,6.2,6.2,422
752,245607,240015,6,2011,1,S,8.4,8.4,8.4,422
752,245375,240015,6,2011,1,S,7.1,7.1,7.1,411
752,227522,240015,6,2011,1,S,6.4,6.4,6.4,411
752,228660,240015,6,2011,1,S,8.1,8.1,8.1,412
752,244289,240015,6,2011,1,S,8.5,8.5,8.5,412
752,229262,240015,6,2011,1,S,7,7,7,412
752,244531,240015,6,2011,1,S,5.6,5.6,5.6,412
752,244468,240015,6,2011,1,S,7,7,7,412
752,245137,240014,6,2011,1,S,5.5,5.5,5.5,52
752,245585,240015,6,2011,1,S,8.4,8.4,8.4,411
752,246908,240015,6,2011,1,S,7,7,7,411
752,245462,240015,6,2011,1,S,7.9,7.9,7.9,411
752,246265,240015,6,2011,1,S,7.9,7.9,7.9,411
752,244867,240015,6,2011,1,S,5.9,5.9,5.9,421
754,231155,240015,6,2011,1,S,7.2,7.2,7.2,521
752,248645,240015,6,2011,1,S,7.8,7.8,7.8,521
752,246373,240015,6,2011,1,S,9.2,9.2,9.2,422
752,245633,240015,6,2011,1,S,5.4,5.4,5.4,422
752,246298,240015,6,2011,1,N,0.5,0.5,0.5,511
752,245620,240015,6,2011,1,N,4,4,4,511
752,239839,240015,6,2011,1,S,5.6,5.6,5.6,511
752,246057,240015,6,2011,1,N,4,4,4,512
753,250053,240015,6,2011,1,N,0.1,0.1,0.1,512
752,245764,240015,6,2011,1,S,5.8,5.8,5.8,522
752,243969,240014,6,2011,1,S,4.5,4.5,5,62
752,228958,240021,6,2011,1,S,6.4,6.4,6.4,20
753,243272,240021,6,2011,1,S,6.1,6.1,6.1,20
752,228018,240021,6,2011,1,N,4.5,4.5,4.5,20
752,228245,240021,6,2011,1,N,4.5,4.5,4.5,20
752,227285,240021,6,2011,1,S,6.8,6.8,6.8,20
752,228540,240015,6,2011,1,N,0,0,0,622
752,228504,240021,6,2011,1,S,4.1,4.1,5,10
752,226798,240021,6,2011,1,S,5.7,5.7,5.7,10
752,227409,240021,6,2011,1,N,4.7,4.7,4.7,10
753,228729,240021,6,2011,1,N,4.6,4.6,4.6,10
752,227213,240021,6,2011,1,S,6.1,6.1,6.1,20
754,247244,240014,6,2011,1,N,2,2,2,22
752,244852,240014,6,2011,1,S,5.5,5.5,5.5,41
752,244905,240014,6,2011,1,N,3.5,3.5,3.5,41
752,244937,240014,6,2011,1,S,5,5,5,41
752,243551,240015,6,2011,1,S,7,7,7,422
752,243442,240015,6,2011,1,N,4.2,4.2,4.2,422
752,248431,240015,6,2011,1,S,5,5,5,612
752,245359,240015,6,2011,1,S,5.2,5.2,5.2,612
752,252420,240015,6,2011,1,N,1.9,1.9,1.9,622
752,246813,240015,6,2011,1,N,0.5,0.5,0.5,622
752,242722,240021,6,2011,1,S,7.2,7.2,7.2,10
752,239832,240021,6,2011,1,S,5,5,5,10
754,248444,240015,6,2011,1,S,5.2,5.2,5.2,222
752,247858,240015,6,2011,1,S,9,9,9,222
754,248812,240015,6,2011,1,N,3.4,3.4,3.4,222
753,245552,240015,6,2011,1,N,0.5,0.5,0.5,311
752,246733,240013,6,2011,1,N,4.7,4.7,4.7,42
752,245601,240013,6,2011,1,S,5.1,5.1,5.1,42
752,246397,240015,6,2011,1,S,7,7,7,522
752,245724,240015,6,2011,1,S,5,5,5,522
752,243681,240015,6,2011,1,S,7.9,7.9,7.9,522
752,244074,240015,6,2011,1,S,7.4,7.4,7.4,611
752,245432,240015,6,2011,1,S,5,5,5,621
752,243969,240015,6,2011,1,S,5,5,5,621
752,260299,240022,6,2012,1,S,9.5,9.5,9.5,CONV
753,261429,240214,6,2012,1,S,7.3,7.3,7.3,CONV
753,261197,240022,6,2012,2,S,7.3,7.3,7.3,CONV
752,263877,240025,7.5,2012,1,S,6,6,6,
754,263317,240025,7.5,2012,2,S,5.3,5.3,5.3,CONV
753,268073,240022,6,2012,1,S,5,5,5,
753,262058,240011,6,2012,1,S,7.5,7.5,7.5,30
753,259743,240011,6,2012,1,N,4,4,4,30
753,258808,240011,6,2012,1,S,5,5,5,30
753,258407,240011,6,2012,1,N,4,4,4,30
753,260695,240011,6,2012,1,S,5.4,5.4,5.4,30
752,242655,240021,6,2011,0,S,5,5,5,
753,261462,240012,6,2012,1,N,0.6,0.6,0.6,30
753,260674,240012,6,2012,1,N,1.4,1.4,1.4,30
752,263340,240012,6,2012,1,N,3.5,3.5,3.5,30
753,258909,240012,6,2012,1,S,5,5,5,30
753,261946,240012,6,2012,1,S,7.7,7.7,7.7,30
753,243030,240012,6,2012,1,S,7,7,7,30
753,258808,240012,6,2012,1,N,2.7,2.7,2.7,30
753,265066,240214,6,2012,1,S,6.6,6.6,6.6,31
753,258525,240214,6,2012,1,S,5,5,5,31
752,260501,240012,6,2012,1,S,7,7,7,40
752,260569,240012,6,2012,1,N,4.6,4.6,4.6,40
752,259116,240012,6,2012,1,S,6,6,6,50
752,260363,240012,6,2012,1,S,4.5,4.5,5,50
752,259366,240012,6,2012,1,S,6,6,6,50
753,258787,240214,6,2012,1,S,5.1,5.1,5.1,31
753,261103,240214,6,2012,1,S,6.5,6.5,6.5,32
752,261219,240012,6,2012,1,S,8.1,8.1,8.1,40
752,261637,240012,6,2012,1,S,5.9,5.9,5.9,40
752,265174,240012,6,2012,1,S,7,7,7,40
752,260159,240012,6,2012,1,N,2.7,2.7,2.7,40
752,264917,240012,6,2012,1,S,5.1,5.1,5.1,40
754,248447,240025,7.5,2012,1,N,2.7,2.7,2.7,11
753,261245,240214,6,2012,1,N,4.3,4.3,4.3,31
752,261004,240012,6,2012,1,S,5,5,5,60
752,261708,240012,6,2012,1,S,7.3,7.3,7.3,60
753,245327,240012,6,2012,1,S,6.1,6.1,6.1,60
752,260932,240012,6,2012,1,S,5.3,5.3,5.3,60
752,261439,240012,6,2012,1,S,5.4,5.4,5.4,60
752,258627,240012,6,2012,1,S,7,7,7,60
753,243891,240012,6,2012,1,S,5.7,5.7,5.7,80
752,261781,240012,6,2012,1,N,2.8,2.8,2.8,80
752,261768,240012,6,2012,1,S,5,5,5,80
754,262831,240012,6,2012,1,S,5.7,5.7,5.7,90
752,260383,240012,6,2012,1,S,7.4,7.4,7.4,90
752,264523,240012,6,2012,1,N,4.3,4.3,4.3,90
752,265194,240012,6,2012,1,S,7,7,7,90
752,261045,240012,6,2012,1,S,5.7,5.7,5.7,90
754,263169,240012,6,2012,1,S,5.1,5.1,5.1,90
752,260040,240012,6,2012,1,N,4.6,4.6,4.6,90
752,261422,240012,6,2012,1,N,3.8,3.8,3.8,90
752,259554,240012,6,2012,1,N,2.8,2.8,2.8,100
752,261170,240012,6,2012,1,S,5,5,5,60
752,262844,240012,6,2012,1,S,5,5,5,60
752,259039,240012,6,2012,1,S,5,5,5,60
752,263378,240012,6,2012,1,N,4.5,4.5,4.5,60
752,260592,240012,6,2012,1,S,5,5,5,80
752,261475,240012,6,2012,1,S,7,7,7,80
752,245731,240012,6,2011,2,S,5.1,5.1,5.1,20
752,246156,240012,6,2011,2,N,2.8,4.2,4.2,20
752,250745,240012,6,2011,2,N,4.2,4.2,4.2,20
753,243813,240012,6,2011,2,N,3.2,4.7,4.7,30
753,244660,240012,6,2011,2,N,3.3,3.3,3.3,30
753,248407,240012,6,2011,2,S,5,5,5,30
754,248724,240012,6,2011,2,N,0,0,0,30
752,244140,240012,6,2011,2,S,5,5,5,20
752,245459,240012,6,2011,2,N,0.2,0.2,0.2,40
754,247176,240012,6,2011,2,N,0,0,0,40
752,245378,240012,6,2011,2,N,3.4,3.4,3.4,10
752,245509,240012,6,2011,2,N,4.2,4.5,4.5,10
752,245865,240012,6,2011,2,N,3,3,3,10
752,248504,240012,6,2011,2,S,5.7,5.7,5.7,10
753,248653,240022,6,2012,1,S,7.3,7.3,7.3,30
753,261429,240022,6,2012,1,N,4.3,4.3,4.3,30
752,245764,240022,6,2012,1,S,5.2,5.2,5.2,10
752,244758,240022,6,2012,1,N,4.5,4.5,4.5,10
752,245168,240022,6,2012,1,S,7,7,7,10
752,249896,240022,6,2012,1,S,5,5,5,10
754,249906,240022,6,2012,1,S,6.5,6.5,6.5,10
752,261058,240011,6,2012,1,S,7.7,7.7,7.7,20
754,248539,240022,6,2012,1,S,5,5,5,20
752,243551,240022,6,2012,1,N,4.5,4.5,4.5,20
753,244786,240022,6,2012,1,S,4.3,4.7,5,30
753,244527,240022,6,2012,1,N,4.5,4.5,4.5,30
753,244040,240022,6,2012,1,N,4.3,4.3,4.3,30
752,252403,240025,7.5,2012,1,N,2.6,2.6,2.6,12
752,259477,240011,6,2012,1,S,7,7,7,20
752,260384,240011,6,2012,1,N,4.3,4.3,4.3,40
752,244077,240022,6,2012,1,S,5.3,5.3,5.3,20
754,264583,240012,6,2012,1,N,3.5,3.5,3.5,100
752,259155,240012,6,2012,1,S,10,10,10,10
752,244049,240025,7.5,2011,2,S,8.6,8.6,8.6,31
752,244379,240025,7.5,2011,2,S,9.1,9.1,9.1,31
753,228666,240025,7.5,2011,2,S,6,6,6,21
753,243813,240025,7.5,2011,2,N,0.3,0.3,0.3,21
752,244106,240025,7.5,2011,2,S,7,7,7,21
752,244149,240025,7.5,2011,2,S,6.8,6.8,6.8,52
752,244468,240025,7.5,2011,2,S,5.2,5.2,5.2,52
752,244531,240025,7.5,2011,2,S,4,4,5,52
752,245654,240025,7.5,2011,2,S,5.9,5.9,5.9,52
753,225135,240025,7.5,2011,2,S,6.1,6.1,6.1,31
752,227422,240025,7.5,2011,2,S,6.2,6.2,6.2,31
752,228572,240025,7.5,2011,2,N,0.4,0.4,0.4,31
752,245373,240025,7.5,2011,2,S,7.4,7.4,7.4,21
754,250494,240025,7.5,2011,2,N,4.2,4.2,4.2,21
752,243536,240025,7.5,2011,2,S,7.4,7.4,7.4,61
752,243929,240025,7.5,2011,2,S,6.3,6.3,6.3,51
752,244300,240025,7.5,2011,2,S,8.1,8.1,8.1,51
752,250255,240025,7.5,2011,2,S,7.8,7.8,7.8,12
752,243454,240025,7.5,2011,2,S,8.1,8.1,8.1,52
752,244725,240011,6,2011,2,S,6.6,6.6,6.6,20
754,245052,240011,6,2011,2,N,3.4,3.4,3.4,20
752,245516,240025,7.5,2011,2,S,5.4,5.4,5.4,71
752,262669,240025,7.5,2012,1,S,7.2,7.2,7.2,
752,262669,240022,6,2012,1,S,5.5,5.5,5.5,
752,262669,240011,6,2012,1,S,5.5,5.5,5.5,
752,227703,240012,6,2011,2,S,0,4.5,5,10
752,263878,240013,6,2012,1,S,9.2,9.2,9.2,
752,263875,240013,6,2012,1,S,6.4,6.4,6.4,
752,244149,240011,6,2011,2,S,6,6,6,20
752,244290,240011,6,2011,2,S,7.2,7.2,7.2,20
752,243142,240011,6,2011,2,S,5,5,5,40
752,245584,240011,6,2011,2,S,5.5,5.5,5.5,40
752,246794,240025,7.5,2011,2,S,5.7,5.7,5.7,72
752,248890,240025,7.5,2011,2,S,5.4,5.4,5.4,72
752,244208,240025,7.5,2011,2,N,1.6,1.6,1.6,81
752,245166,240025,7.5,2011,2,S,5.8,5.8,5.8,81
754,250841,240011,6,2011,2,S,5,5,5,20
753,243351,240011,6,2011,2,S,5,5,5,30
753,244322,240011,6,2011,2,N,0,0,0,30
753,244660,240011,6,2011,2,S,6.7,6.7,6.7,30
753,244861,240011,6,2011,2,N,0,0,0,30
752,245951,240011,6,2011,2,N,3.8,3.8,3.8,40
754,246013,240011,6,2011,2,S,5,5,5,40
753,246133,240011,6,2011,2,S,5,5,5,40
754,247176,240011,6,2011,2,N,0,0,0,40
752,229698,240011,6,2011,2,S,6.2,6.2,6.2,10
753,250208,240011,6,2011,2,N,0,0,0,30
752,243929,240022,6,2011,2,S,8,8,8,50
752,244129,240022,6,2011,2,S,9.2,9.2,9.2,50
752,244289,240022,6,2011,2,S,8.3,8.3,8.3,50
752,245176,240022,6,2011,2,S,7.6,7.6,7.6,50
752,245209,240022,6,2011,2,S,8.5,8.5,8.5,50
753,261142,240011,6,2012,2,S,7.1,7.1,7.1,30
752,258642,240012,6,2012,2,S,7.9,7.9,7.9,20
752,259062,240022,6,2012,2,N,1.9,1.9,1.9,20
752,259585,240022,6,2012,2,N,3.3,3.3,3.3,20
752,260549,240022,6,2012,2,S,5,5,5,20
752,260710,240022,6,2012,2,S,5.6,5.6,5.6,20
752,261141,240022,6,2012,2,S,4.5,4.5,5,20
752,261439,240022,6,2012,2,N,2.8,2.8,2.8,20
752,250276,240011,6,2011,2,N,1.9,1.9,1.9,20
752,250255,240022,6,2011,2,S,7.3,7.3,7.3,10
752,243666,240022,6,2011,2,S,8.1,8.1,8.1,20
752,244852,240022,6,2011,2,S,6.2,6.2,6.2,40
752,244891,240022,6,2011,2,S,7,7,7,40
752,245084,240022,6,2011,2,N,0,0,0,40
752,245221,240022,6,2011,2,S,5.4,5.4,5.4,40
752,245335,240022,6,2011,2,S,5,5,5,40
752,247256,240022,6,2011,2,S,5,5,5,40
752,248339,240022,6,2011,2,S,6.2,6.2,6.2,40
753,261462,240011,6,2012,2,N,1.4,1.4,1.4,30
753,262762,240011,6,2012,2,S,5,5,5,30
752,261848,240011,6,2012,2,N,3.2,3.2,3.2,40
752,258314,240012,6,2012,2,S,5.3,5.3,5.3,10
752,258474,240012,6,2012,2,S,5.9,5.9,5.9,10
753,258525,240012,6,2012,2,S,5.4,5.4,5.4,10
752,262744,240012,6,2012,2,S,5.6,5.6,5.6,10
752,264411,240012,6,2012,2,N,4.3,4.3,4.3,10
752,264437,240012,6,2012,2,S,5.1,5.1,5.1,10
752,264542,240012,6,2012,2,S,6.2,6.2,6.2,10
752,245369,240025,7.5,2011,2,S,6.5,6.5,6.5,42
752,245213,240022,6,2011,2,S,6.6,6.6,6.6,10
752,245763,240022,6,2011,2,S,7.6,7.6,7.6,10
752,245853,240022,6,2011,2,S,6.1,6.1,6.1,10
754,232818,240022,6,2011,2,S,5,5,5,40
752,243777,240022,6,2011,2,S,5.7,5.7,5.7,40
752,244342,240022,6,2011,2,S,5.6,5.6,5.6,40
752,244406,240022,6,2011,2,S,8.2,8.2,8.2,40
752,244455,240022,6,2011,2,S,8,8,8,40
752,244702,240022,6,2011,2,S,6.5,6.5,6.5,40
752,244703,240022,6,2011,2,S,5,5,5,40
752,244785,240022,6,2011,2,S,5.4,5.4,5.4,40
752,261092,240011,6,2012,2,S,5,5,5,20
752,264795,240011,6,2012,2,S,6.5,6.5,6.5,20
752,259414,240012,6,2012,2,N,4.3,4.3,4.3,10
752,259480,240012,6,2012,2,S,5.8,5.8,5.8,10
752,259963,240012,6,2012,2,S,5.6,5.6,5.6,10
752,261301,240012,6,2012,2,N,3.9,3.9,3.9,10
752,246899,240025,7.5,2011,2,S,6.5,6.5,6.5,51
752,227123,240025,7.5,2011,2,S,7.9,7.9,7.9,32
753,227470,240025,7.5,2011,2,S,7,7,7,32
752,245451,240025,7.5,2011,2,S,6.7,6.7,6.7,42
752,246007,240025,7.5,2011,2,S,7.9,7.9,7.9,42
752,246730,240025,7.5,2011,2,S,8.1,8.1,8.1,42
752,252424,240025,7.5,2011,2,S,5.6,5.6,5.6,42
752,243556,240025,7.5,2011,2,S,6.5,6.5,6.5,41
752,243773,240025,7.5,2011,2,S,8.1,8.1,8.1,41
752,243777,240025,7.5,2011,2,N,4.6,4.6,4.6,41
752,260427,240011,6,2012,2,S,5,5,5,20
753,248591,240025,7.5,2011,2,N,2.8,2.8,2.8,32
753,251295,240025,7.5,2011,2,S,6.6,6.6,6.6,32
752,227132,240022,6,2011,2,S,1.7,4.8,5,60
752,227654,240022,6,2011,2,S,5,5,5,70
752,228049,240022,6,2011,2,N,4.1,4.5,4.5,70
752,245314,240025,7.5,2011,2,S,6.4,6.4,6.4,22
752,245520,240025,7.5,2011,2,S,4.7,4.7,5,22
752,245639,240025,7.5,2011,2,S,7.5,7.5,7.5,22
752,245954,240025,7.5,2011,2,S,6.6,6.6,6.6,22
752,246361,240025,7.5,2011,2,S,6.2,6.2,6.2,22
752,254783,240025,7.5,2011,2,N,2.6,2.6,2.6,22
752,228268,240022,6,2011,2,S,6.8,6.8,6.8,60
