CODI_PROGRAMA,CODI_EXPEDIENT,CODI_UPC_UD,CREDITS,CURS,QUAD,SUPERA,NOTA_PROF,NOTA_NUM_AVAL,NOTA_NUM_DEF,GRUP_CLASSE
754,248803,240014,6,2011,1,N,3.2,3.2,3.2,22
754,245003,240014,6,2011,1,S,7.4,7.4,7.4,22
754,245052,240014,6,2011,1,N,2.3,2.3,2.3,22
754,250495,240014,6,2011,1,N,4.2,4.2,4.2,22
754,250841,240014,6,2011,1,N,2.9,2.9,2.9,22
752,243044,240014,6,2011,1,S,8.1,8.1,8.1,22
752,232347,240024,4.5,2011,1,N,3.6,3.6,3.6,30
752,228297,240024,4.5,2011,1,N,4.3,4.3,4.3,30
752,229121,240024,4.5,2011,1,S,5.5,5.5,5.5,30
752,227774,240024,4.5,2011,1,S,6.6,6.6,6.6,10
752,239832,240024,4.5,2011,1,N,0.5,0.5,0.5,10
752,226738,240024,4.5,2011,1,N,1.9,1.9,1.9,10
752,228629,240024,4.5,2011,1,S,4.2,4.4,5,10
752,229176,240024,4.5,2011,1,S,6.7,6.7,6.7,10
752,228383,240024,4.5,2011,1,S,6.2,6.2,6.2,10
752,228951,240014,6,2010,2,S,,,,CONV
752,230843,240023,6,2010,2,S,,,,CONV
752,245322,240012,6,2011,1,S,8.5,8.5,8.5,12
752,242722,240023,6,2011,1,S,6,6,6,CONV
752,248139,240015,6,2011,1,S,5.5,5.5,5.5,CONV
752,248139,240014,6,2011,1,S,5.5,5.5,5.5,CONV
752,245405,240012,6,2011,1,S,7.6,7.6,7.6,12
752,232335,240012,6,2011,1,S,4.7,4.7,5,12
752,245708,240012,6,2011,1,S,5.6,5.6,5.6,12
752,244869,240012,6,2011,1,N,2.3,2.3,2.3,12
752,245451,240012,6,2011,1,S,7.3,7.3,7.3,12
752,248141,240015,6,2011,1,S,5.3,5.3,5.3,CONV
752,248141,240013,6,2011,1,S,5.3,5.3,5.3,CONV
752,246587,240013,6,2011,1,S,6.4,6.4,6.4,CONV
752,245986,240012,6,2011,1,S,8.4,8.4,8.4,22
752,254670,240012,6,2011,1,S,5.4,5.4,5.4,22
753,227444,240012,6,2011,1,S,6.4,6.4,6.4,22
753,250075,240012,6,2011,1,N,2.2,2.2,2.2,31
753,250415,240012,6,2011,1,N,0,0,0,31
753,250990,240012,6,2011,1,S,5,5,5,31
753,225135,240023,6,2010,2,S,5.5,5.5,5.5,
752,243572,240012,6,2011,1,S,5,5,5,22
752,245084,240012,6,2011,1,N,4.5,4.5,4.5,22
754,243100,240012,6,2011,1,N,1.3,1.3,1.3,22
754,248552,240012,6,2011,1,S,7.3,7.3,7.3,22
754,248812,240012,6,2011,1,N,4.2,4.2,4.2,22
754,248539,240012,6,2011,1,S,5.6,5.6,5.6,22
752,265403,240022,6,2012,1,S,8.3,8.3,8.3,
752,259894,240012,6,2012,1,S,5,5,5,CONV
753,244527,240013,6,2011,1,N,3.9,3.9,3.9,32
752,227712,240023,6,2011,1,S,4.3,4.3,5,20
752,228375,240023,6,2011,1,S,4,4,5,20
754,232659,240023,6,2011,1,S,5,5,5,20
752,262674,240015,6,2012,1,S,9,9,9,
752,262674,240023,6,2012,1,S,4.8,4.8,5,
753,228542,240023,6,2011,1,S,5,5,5,10
754,233206,240023,6,2011,1,N,3,3,3,10
754,250135,240023,6,2011,1,N,0,0,0,20
752,256153,240024,4.5,2011,2,S,4,4,5,
752,256153,240023,6,2011,2,S,5,5,5,
752,256160,240013,6,2011,2,S,6.2,6.2,6.2,
753,245781,240013,6,2011,1,N,3.7,3.7,3.7,31
753,232382,240013,6,2011,1,S,5,5,5,31
752,232333,240013,6,2011,1,S,5,5,5,31
753,244370,240013,6,2011,1,S,6.8,6.8,6.8,31
752,244063,240013,6,2011,1,S,8.2,8.2,8.2,31
753,244322,240013,6,2011,1,N,2,2,2,31
753,244919,240013,6,2011,1,N,0.8,0.8,0.8,32
753,248653,240013,6,2011,1,N,4.7,4.7,4.7,32
752,249938,240013,6,2011,1,S,5.5,5.5,5.5,22
754,245052,240013,6,2011,1,N,2.9,2.9,2.9,22
753,227470,240023,6,2011,1,S,6.4,6.4,6.4,10
753,227809,240023,6,2011,1,S,6.5,6.5,6.5,10
752,229794,240023,6,2011,1,S,4,4,5,10
752,227505,240023,6,2011,1,N,1,1,1,10
752,232153,240023,6,2011,1,S,5,5,5,20
752,227200,240023,6,2011,1,S,5.8,5.8,5.8,20
752,256153,240015,6,2011,2,S,10,10,10,
752,254423,240013,6,2011,1,N,4.1,4.1,4.1,31
753,245106,240013,6,2011,1,S,5.1,5.1,5.1,31
753,248912,240013,6,2011,1,N,3.6,3.6,3.6,32
753,248582,240013,6,2011,1,N,4.7,4.7,4.7,32
752,243413,240013,6,2011,1,S,7,7,7,41
752,245195,240013,6,2011,1,S,5.4,5.4,5.4,41
752,227459,240023,6,2011,1,S,4.7,4.7,5,30
752,229370,240023,6,2011,1,S,5.6,5.6,5.6,30
752,230459,240023,6,2011,1,S,5,5,5,40
752,228188,240023,6,2011,1,S,4,4,5,40
752,228297,240023,6,2011,1,N,3.2,3.2,3.2,30
752,239845,240023,6,2011,1,N,1.2,1.2,1.2,30
752,227665,240023,6,2011,1,S,5.7,5.7,5.7,30
752,229759,240023,6,2011,1,N,3.5,3.5,3.5,30
752,226679,240023,6,2011,1,N,3.1,3.1,3.1,40
752,259894,240013,6,2012,1,S,5.5,5.5,5.5,CONV
752,244252,240013,6,2011,1,S,4.4,4.4,5,42
752,244753,240013,6,2011,1,S,5.1,5.1,5.1,42
752,247072,240013,6,2011,1,S,6.2,6.2,6.2,42
752,243777,240013,6,2011,1,S,6.6,6.6,6.6,42
752,244785,240013,6,2011,1,S,5.9,5.9,5.9,42
752,228061,240023,6,2011,1,S,4,4,5,40
753,231375,240023,6,2011,1,S,5.7,5.7,5.7,40
752,262056,240013,6,2012,1,S,6.2,6.2,6.2,CONV
752,266199,240024,4.5,2012,1,S,9,9,9,CONV
753,263603,240214,6,2012,1,S,5,5,5,
752,246391,240014,6,2011,1,N,3.5,3.5,3.5,41
752,244703,240014,6,2011,1,S,6.3,6.3,6.3,41
752,244468,240014,6,2011,1,N,4.3,4.3,4.3,41
752,245733,240014,6,2011,1,S,8,8,8,41
752,246104,240014,6,2011,1,S,5.9,5.9,5.9,42
752,245360,240014,6,2011,1,N,4.2,4.2,4.2,42
752,265864,240022,6,2012,1,S,7.1,7.1,7.1,
752,244455,240013,6,2011,1,S,7.2,7.2,7.2,41
752,244406,240013,6,2011,1,S,6.5,6.5,6.5,41
752,244150,240013,6,2011,1,S,6.1,6.1,6.1,41
752,226464,240013,6,2011,1,S,7,7,7,41
752,246899,240013,6,2011,1,S,7.3,7.3,7.3,41
752,244971,240013,6,2011,1,S,6.1,6.1,6.1,41
752,245443,240013,6,2011,1,S,5.7,5.7,5.7,41
752,245375,240013,6,2011,1,S,6.6,6.6,6.6,41
752,229262,240013,6,2011,1,S,4.3,4.3,5,41
752,244468,240013,6,2011,1,S,5.4,5.4,5.4,41
752,262287,240014,6,2012,1,S,8.2,8.2,8.2,CONV
752,232981,240015,6,2011,1,S,5.7,5.7,5.7,221
754,245003,240015,6,2011,1,S,7,7,7,221
752,245986,240015,6,2011,1,S,7.4,7.4,7.4,221
754,250047,240015,6,2011,1,N,0.1,0.1,0.1,221
754,250841,240015,6,2011,1,N,3.3,3.3,3.3,221
754,248539,240015,6,2011,1,S,5,5,5,221
752,243136,240014,6,2011,1,N,1.5,1.5,1.5,52
752,250745,240014,6,2011,1,N,4.8,4.8,4.8,52
752,244077,240015,6,2011,1,S,7.5,7.5,7.5,612
752,248141,240021,6,2011,1,N,2.6,2.6,2.6,30
752,248139,240021,6,2011,1,S,5.8,5.8,5.8,30
753,228189,240021,6,2011,1,N,4.5,4.5,4.5,40
753,230096,240021,6,2011,1,S,9,9,9,40
753,229807,240021,6,2011,1,S,5.7,5.7,5.7,40
752,226994,240023,6,2011,1,N,2.8,2.8,2.8,10
754,250494,240015,6,2011,1,S,8,8,8,221
752,243513,240013,6,2011,1,S,7,7,7,CONV
752,243513,240023,6,2011,1,S,7.3,7.3,7.3,CONV
752,247439,240014,6,2011,1,S,7.2,7.2,7.2,
752,247439,240021,6,2011,1,S,6.7,6.7,6.7,
752,246091,240014,6,2011,1,S,8.1,8.1,8.1,42
754,251092,240014,6,2011,1,S,6.4,6.4,6.4,51
752,245234,240014,6,2011,1,S,5.3,5.3,5.3,51
752,246298,240014,6,2011,1,S,5,5,5,51
752,246519,240021,6,2011,1,S,5,5,5,30
752,244738,240021,6,2011,1,S,7.4,7.4,7.4,30
752,227791,240021,6,2011,1,N,4.4,4.4,4.4,30
752,232248,240015,6,2011,1,S,7,7,7,322
753,245546,240015,6,2011,1,S,7.5,7.5,7.5,322
753,230679,240015,6,2011,1,S,5.3,5.3,5.3,322
753,248582,240015,6,2011,1,N,0,0,0,322
752,245846,240014,6,2011,1,S,6.3,6.3,6.3,42
752,243454,240014,6,2011,1,S,6.7,6.7,6.7,42
752,245768,240014,6,2011,1,N,4.5,4.5,4.5,51
752,245408,240013,6,2011,1,N,4.2,4.2,4.2,11
752,246098,240013,6,2011,1,N,4.4,4.4,4.4,11
752,247055,240013,6,2011,1,S,6.5,6.5,6.5,11
752,245219,240013,6,2011,1,S,6.1,6.1,6.1,12
752,232679,240021,6,2011,1,S,6.5,6.5,6.5,20
752,227231,240021,6,2011,1,S,5.3,5.3,5.3,20
753,230848,240021,6,2011,1,S,3.4,4.4,5,20
754,231036,240021,6,2011,1,N,3.1,3.1,3.1,20
752,243442,240014,6,2011,1,S,5,5,5,42
752,245584,240014,6,2011,1,N,3.7,3.7,3.7,42
752,246794,240013,6,2011,1,S,5,5,5,11
752,246800,240013,6,2011,1,N,3.6,3.6,3.6,11
752,243368,240013,6,2011,1,S,5.8,5.8,5.8,11
752,244888,240013,6,2011,1,N,4,4,4,11
752,244456,240013,6,2011,1,N,1.2,1.2,1.2,12
752,245453,240013,6,2011,1,S,6.5,6.5,6.5,12
753,250346,240015,6,2011,1,N,1.3,1.3,1.3,321
753,244660,240015,6,2011,1,N,1,1,1,321
753,251295,240015,6,2011,1,S,5.6,5.6,5.6,321
753,244717,240015,6,2011,1,N,2.7,2.7,2.7,321
752,243681,240014,6,2011,1,N,3.7,3.7,3.7,52
752,245418,240014,6,2011,1,S,6.1,6.1,6.1,61
752,248456,240014,6,2011,1,S,5,5,5,62
752,247077,240014,6,2011,1,N,0,0,0,21
752,245087,240014,6,2011,1,S,7,7,7,21
752,245314,240014,6,2011,1,S,6.8,6.8,6.8,21
752,243993,240014,6,2011,1,N,0,0,0,21
752,254423,240015,6,2011,1,N,0.7,0.7,0.7,312
753,250389,240015,6,2011,1,N,2.8,2.8,2.8,312
753,250415,240015,6,2011,1,N,0.1,0.1,0.1,312
753,250990,240015,6,2011,1,S,5.8,5.8,5.8,312
753,245106,240015,6,2011,1,N,1.6,1.6,1.6,312
753,245254,240015,6,2011,1,N,1.3,1.3,1.3,312
753,244861,240015,6,2011,1,N,3.4,3.4,3.4,312
752,232166,240014,6,2011,1,N,2.5,2.5,2.5,61
752,250276,240014,6,2011,1,N,3,3,3,61
752,245365,240014,6,2011,1,N,3.2,3.2,3.2,61
752,243895,240014,6,2011,1,N,3.1,3.1,3.1,62
752,243737,240014,6,2011,1,S,8.7,8.7,8.7,21
752,247860,240014,6,2011,1,S,7.4,7.4,7.4,21
752,245639,240013,6,2011,1,S,6.7,6.7,6.7,12
752,243050,240013,6,2011,1,S,6,6,6,21
752,243740,240013,6,2011,1,S,5,5,5,21
752,246292,240013,6,2011,1,S,9,9,9,21
752,245214,240013,6,2011,1,S,5,5,5,21
752,248551,240013,6,2011,1,S,6.6,6.6,6.6,21
752,245370,240015,6,2011,1,S,5.4,5.4,5.4,421
752,245951,240014,6,2011,1,N,2.2,2.2,2.2,52
752,244703,240015,6,2011,1,S,7,7,7,411
752,248547,240015,6,2011,1,N,0,0,0,412
752,245932,240015,6,2011,1,N,1.2,1.2,1.2,412
752,245733,240015,6,2011,1,S,8.4,8.4,8.4,412
752,246095,240015,6,2011,1,S,5.2,5.2,5.2,421
752,245846,240015,6,2011,1,S,6.4,6.4,6.4,421
752,243999,240015,6,2011,1,S,8.7,8.7,8.7,421
752,246094,240015,6,2011,1,S,6.5,6.5,6.5,421
752,245796,240015,6,2011,1,S,6,6,6,411
752,245763,240015,6,2011,1,S,5.3,5.3,5.3,411
752,246899,240015,6,2011,1,S,7.3,7.3,7.3,411
752,243777,240015,6,2011,1,S,6.6,6.6,6.6,421
754,251092,240015,6,2011,1,S,7.8,7.8,7.8,512
752,244090,240015,6,2011,1,S,8.3,8.3,8.3,512
752,244364,240015,6,2011,1,S,5.5,5.5,5.5,512
752,250998,240015,6,2011,1,N,0,0,0,512
752,244141,240015,6,2011,1,S,5.6,5.6,5.6,512
752,247070,240015,6,2011,1,S,7,7,7,512
752,246312,240015,6,2011,1,S,5.4,5.4,5.4,512
752,243658,240015,6,2011,1,N,1.2,1.2,1.2,521
752,230157,240021,6,2011,1,S,9,9,9,20
752,227091,240021,6,2011,1,S,5.2,5.2,5.2,20
753,227444,240021,6,2011,1,S,7,7,7,20
752,228021,240021,6,2011,1,S,5.3,5.3,5.3,20
752,245459,240015,6,2011,1,N,0,0,0,622
754,231402,240021,6,2011,1,N,0,0,0,10
752,239845,240021,6,2011,1,S,5.5,5.5,5.5,10
752,231202,240021,6,2011,1,S,6.5,6.5,6.5,10
752,227620,240021,6,2011,1,S,5,5,5,10
752,227363,240021,6,2011,1,S,5.5,5.5,5.5,10
752,228599,240021,6,2011,1,S,7.3,7.3,7.3,10
753,228013,240021,6,2011,1,S,5.8,5.8,5.8,10
752,228601,240021,6,2011,1,S,4.7,4.7,5,20
752,228563,240014,6,2011,1,S,6.2,6.2,6.2,22
752,245004,240014,6,2011,1,S,5.7,5.7,5.7,41
752,246361,240014,6,2011,1,S,7.1,7.1,7.1,41
752,245585,240014,6,2011,1,S,7.4,7.4,7.4,41
752,245796,240014,6,2011,1,S,5.7,5.7,5.7,41
754,254798,240015,6,2011,1,N,0,0,0,422
752,244626,240015,6,2011,1,N,3.2,3.2,3.2,422
752,227787,240015,6,2011,1,S,7.4,7.4,7.4,612
752,228998,240015,6,2011,1,N,2.7,2.7,2.7,612
752,245637,240015,6,2011,1,S,6.5,6.5,6.5,612
752,244379,240013,6,2011,1,S,7.8,7.8,7.8,11
752,243374,240021,6,2011,1,S,5.4,5.4,5.4,10
752,252404,240021,6,2011,1,N,3.3,3.3,3.3,10
753,229467,240021,6,2011,1,N,3.5,3.5,3.5,10
754,246013,240015,6,2011,1,N,1.6,1.6,1.6,222
752,244117,240015,6,2011,1,N,1.9,1.9,1.9,222
754,250128,240015,6,2011,1,N,0.2,0.2,0.2,222
754,248552,240015,6,2011,1,S,4.3,4.3,5,222
754,248447,240015,6,2011,1,N,4.5,4.5,4.5,222
752,247439,240015,6,2011,1,N,3.2,3.2,3.2,311
753,245327,240015,6,2011,1,N,2,2,2,311
752,227422,240015,6,2011,1,N,2.8,2.8,2.8,311
752,245077,240013,6,2011,1,N,4.1,4.1,4.1,42
752,243551,240013,6,2011,1,N,4.2,4.2,4.2,42
752,244012,240013,6,2011,1,S,5.4,5.4,5.4,42
752,245137,240015,6,2011,1,S,7.5,7.5,7.5,522
752,245843,240015,6,2011,1,N,1.6,1.6,1.6,522
752,247399,240015,6,2011,1,N,0.1,0.1,0.1,611
754,252715,240015,6,2011,1,N,0.2,0.2,0.2,611
752,245368,240015,6,2011,1,N,2.8,2.8,2.8,621
752,248562,240015,6,2011,1,S,7,7,7,621
752,247860,240011,6,2012,1,S,10,10,10,CONV
753,263603,240015,6,2012,1,S,6.5,6.5,6.5,
752,263604,240024,4.5,2012,1,S,6.5,6.5,6.5,
752,247860,240012,6,2012,1,S,8,8,8,CONV
752,260299,240025,7.5,2012,1,S,6.8,6.8,6.8,CONV
753,261429,240011,6,2012,1,S,8.6,8.6,8.6,CONV
752,256768,240025,7.5,2012,1,S,8,8,8,CONV
752,269011,240011,6,2012,2,S,7.5,7.5,7.5,
752,269011,240012,6,2012,2,S,4,4,5,
752,263875,240025,7.5,2012,1,S,5.9,5.9,5.9,
752,263877,240012,6,2012,1,S,6,6,6,
753,258350,240214,6,2012,2,S,7,7,7,CONV
752,256634,240025,7.5,2012,1,S,5,5,5,CONV
752,265864,240023,6,2012,1,S,7.1,7.1,7.1,
753,261365,240011,6,2012,1,S,5,5,5,30
753,264827,240011,6,2012,1,S,5.9,5.9,5.9,30
753,261142,240011,6,2012,1,N,4,4,4,30
753,258954,240011,6,2012,1,N,0,0,0,30
753,259330,240011,6,2012,1,S,6.2,6.2,6.2,30
753,258375,240011,6,2012,1,N,2.7,2.7,2.7,30
753,258463,240011,6,2012,1,N,3.2,3.2,3.2,30
752,258507,240012,6,2012,1,S,5,5,5,100
752,264128,240012,6,2012,1,N,2.2,2.2,2.2,100
752,259341,240012,6,2012,1,S,7.2,7.2,7.2,10
753,258467,240011,6,2012,1,N,3.2,3.2,3.2,30
753,261040,240012,6,2012,1,N,3.2,3.2,3.2,30
753,261103,240012,6,2012,1,N,3.9,3.9,3.9,30
753,262032,240012,6,2012,1,N,3,3,3,30
753,245254,240012,6,2012,1,N,2.8,2.8,2.8,30
753,259339,240012,6,2012,1,S,7.1,7.1,7.1,30
753,258733,240012,6,2012,1,N,2.7,2.7,2.7,30
753,264839,240012,6,2012,1,N,0.4,0.4,0.4,30
753,258307,240214,6,2012,1,N,3.7,3.7,3.7,31
753,258909,240214,6,2012,1,S,7.7,7.7,7.7,31
753,263284,240214,6,2012,1,S,5,5,5,31
753,261031,240214,6,2012,1,N,2.8,2.8,2.8,31
753,264631,240214,6,2012,1,N,4.4,4.4,4.4,31
752,258323,240012,6,2012,1,S,7.1,7.1,7.1,40
753,250389,240012,6,2012,1,N,4.1,4.1,4.1,40
752,259470,240012,6,2012,1,N,4.4,4.4,4.4,40
752,259078,240012,6,2012,1,S,7.1,7.1,7.1,50
752,259342,240012,6,2012,1,S,5.9,5.9,5.9,50
752,260253,240012,6,2012,1,S,6.1,6.1,6.1,50
753,258350,240025,7.5,2012,1,S,5.8,5.8,5.8,11
753,258808,240214,6,2012,1,S,5.2,5.2,5.2,31
753,259854,240214,6,2012,1,S,6.8,6.8,6.8,31
753,258628,240214,6,2012,1,S,7,7,7,31
753,259613,240214,6,2012,1,S,5.2,5.2,5.2,32
752,258626,240012,6,2012,1,S,5,5,5,40
752,260384,240012,6,2012,1,S,5,5,5,40
752,245432,240012,6,2012,1,N,3.8,3.8,3.8,40
752,261228,240012,6,2012,1,N,0.9,0.9,0.9,40
752,261301,240012,6,2012,1,N,2.1,2.1,2.1,40
752,259480,240012,6,2012,1,N,4.2,4.2,4.2,60
752,261337,240012,6,2012,1,S,7.8,7.8,7.8,60
752,260193,240012,6,2012,1,S,5.8,5.8,5.8,60
752,260421,240012,6,2012,1,S,6.2,6.2,6.2,60
752,261961,240012,6,2012,1,N,3.9,3.9,3.9,80
752,261082,240012,6,2012,1,N,3.3,3.3,3.3,90
754,264539,240012,6,2012,1,N,2,2,2,90
752,264411,240012,6,2012,1,N,3.8,3.8,3.8,90
752,260071,240012,6,2012,1,S,7.9,7.9,7.9,90
752,260256,240012,6,2012,1,S,5.2,5.2,5.2,90
754,265097,240012,6,2012,1,N,3.5,3.5,3.5,90
752,260267,240012,6,2012,1,N,3.2,3.2,3.2,90
752,263085,240012,6,2012,1,N,0.9,0.9,0.9,90
754,262734,240012,6,2012,1,N,2.4,2.4,2.4,90
752,263937,240012,6,2012,1,N,2.9,2.9,2.9,90
752,259084,240012,6,2012,1,S,5,5,5,90
752,260016,240012,6,2012,1,S,5.1,5.1,5.1,100
754,262866,240012,6,2012,1,S,5.7,5.7,5.7,100
752,260427,240012,6,2012,1,S,5,5,5,100
752,264795,240012,6,2012,1,S,5.6,5.6,5.6,100
752,245077,240012,6,2012,1,S,5.2,5.2,5.2,60
752,258301,240012,6,2012,1,S,5.9,5.9,5.9,60
752,249896,240012,6,2011,2,S,5,5,5,20
753,243351,240012,6,2011,2,S,4.5,4.5,5,30
753,250208,240012,6,2011,2,N,0,0,0,30
752,245603,240012,6,2011,2,N,4.3,4.3,4.3,20
753,245327,240012,6,2011,2,N,1.3,1.3,1.3,30
752,254423,240012,6,2011,2,N,3.6,4.1,4.1,30
752,232124,240012,6,2011,2,S,5.5,5.5,5.5,40
752,232799,240012,6,2011,2,N,0,4.4,4.4,40
752,243424,240012,6,2011,2,N,0,0,0,40
752,243985,240012,6,2011,2,N,3,3,3,10
752,244746,240012,6,2011,2,N,2.6,4.2,4.2,10
752,245077,240012,6,2011,2,N,4.2,4.2,4.2,10
752,246391,240012,6,2011,2,S,5,5,5,10
752,246818,240012,6,2011,2,N,3.3,4.4,4.4,10
752,247418,240012,6,2011,2,N,0,0,0,10
752,244060,240022,6,2012,1,S,7.5,7.5,7.5,30
753,246301,240022,6,2012,1,N,0,0,0,30
752,245591,240022,6,2012,1,S,5.8,5.8,5.8,10
752,246391,240022,6,2012,1,S,6.7,6.7,6.7,10
754,248447,240022,6,2012,1,N,3.5,3.5,3.5,10
752,228721,240022,6,2012,1,N,3,3,3,10
754,248357,240022,6,2012,1,N,4,4,4,20
752,244846,240022,6,2012,1,S,6.3,6.3,6.3,30
752,244802,240022,6,2012,1,S,5.8,5.8,5.8,30
752,247069,240022,6,2012,1,S,5,5,5,30
752,250393,240022,6,2012,1,S,5.2,5.2,5.2,10
752,258997,240011,6,2012,1,S,5.1,5.1,5.1,20
752,244339,240022,6,2012,1,S,3.3,4.4,5,20
753,245650,240022,6,2012,1,N,4.3,4.3,4.3,20
752,254421,240022,6,2012,1,N,4,4,4,20
752,244886,240022,6,2012,1,S,0,4.5,5,20
752,246151,240025,7.5,2012,1,S,7.6,7.6,7.6,12
752,261281,240011,6,2012,1,S,6.1,6.1,6.1,20
752,261729,240011,6,2012,1,S,5.6,5.6,5.6,20
753,258307,240011,6,2012,1,N,2.1,2.1,2.1,30
753,259339,240011,6,2012,1,S,7.3,7.3,7.3,30
753,263284,240011,6,2012,1,S,5,5,5,30
753,258583,240011,6,2012,1,N,2.9,2.9,2.9,30
752,259211,240012,6,2012,1,S,6.4,6.4,6.4,100
752,259000,240012,6,2012,1,N,4.3,4.3,4.3,10
752,261735,240012,6,2012,1,S,5.3,5.3,5.3,10
752,262695,240012,6,2012,1,S,4.1,4.1,5,10
754,258629,240012,6,2012,1,N,4.4,4.4,4.4,10
752,244032,240025,7.5,2011,2,S,9.2,9.2,9.2,31
753,250990,240025,7.5,2011,2,S,4.6,4.6,5,31
753,228729,240025,7.5,2011,2,S,5.5,5.5,5.5,21
752,244648,240025,7.5,2011,2,S,9.7,9.7,9.7,21
752,245034,240025,7.5,2011,2,S,7,7,7,21
752,245322,240025,7.5,2011,2,S,8.3,8.3,8.3,21
752,246373,240025,7.5,2011,2,S,5,5,5,52
752,231418,240025,7.5,2011,2,S,5.3,5.3,5.3,31
752,245605,240025,7.5,2011,2,S,8.7,8.7,8.7,21
752,246292,240025,7.5,2011,2,S,9,9,9,21
752,246304,240025,7.5,2011,2,S,8,8,8,21
752,244074,240025,7.5,2011,2,S,9,9,9,61
752,245004,240025,7.5,2011,2,S,6.3,6.3,6.3,51
752,245402,240025,7.5,2011,2,S,9.1,9.1,9.1,51
752,249058,240025,7.5,2011,2,S,7.7,7.7,7.7,71
752,250115,240025,7.5,2011,2,S,5.7,5.7,5.7,71
752,250475,240025,7.5,2011,2,N,0,0,0,71
752,232153,240025,7.5,2011,2,N,3.9,3.9,3.9,52
752,239843,240025,7.5,2011,2,N,0.4,0.4,0.4,52
752,248562,240025,7.5,2011,2,S,5,5,5,62
752,245181,240025,7.5,2011,2,N,3.1,3.1,3.1,72
754,244302,240011,6,2011,2,S,6.7,6.7,6.7,20
754,244359,240011,6,2011,2,N,4.1,4.1,4.1,20
752,244758,240011,6,2011,2,S,6.3,6.3,6.3,20
752,245370,240011,6,2011,2,S,7.4,7.4,7.4,20
752,245407,240025,7.5,2011,2,S,5.6,5.6,5.6,71
752,245768,240025,7.5,2011,2,N,0,0,0,71
752,262667,240011,6,2012,1,S,6.6,6.6,6.6,
752,262670,240012,6,2012,1,S,5.7,5.7,5.4,
752,245509,240025,7.5,2011,2,S,7,7,7,81
752,247439,240025,7.5,2011,2,S,7.4,7.4,7.4,81
752,250393,240025,7.5,2011,2,N,1.9,1.9,1.9,81
752,263875,240015,6,2012,1,S,9,9,9,
752,263875,240023,6,2012,1,S,8.2,8.2,8.2,
752,263877,240023,6,2012,1,S,5,5,5,
752,262660,240022,6,2012,1,S,0,4,5,
752,262660,240012,6,2012,1,S,4,4,5,
752,262662,240022,6,2012,1,S,8.3,8.3,8.3,
752,262664,240012,6,2012,1,S,5.8,5.8,5.8,
752,232166,240011,6,2011,2,N,0,0,0,40
752,245208,240011,6,2011,2,S,5.3,5.3,5.3,40
752,246057,240025,7.5,2011,2,N,1.4,1.4,1.4,72
752,248914,240025,7.5,2011,2,N,0.2,0.2,0.2,72
752,247121,240011,6,2011,2,S,5,5,5,40
752,247426,240011,6,2011,2,S,5.8,5.8,5.8,40
752,226717,240011,6,2011,2,S,7,7,7,10
752,227703,240011,6,2011,2,S,0,4.5,5,10
753,228189,240011,6,2011,2,S,5.1,5.1,5.1,10
752,246794,240011,6,2011,2,S,7.7,7.7,7.7,20
754,248457,240011,6,2011,2,S,5,5,5,20
753,248582,240011,6,2011,2,S,5.8,5.8,5.8,30
753,248912,240011,6,2011,2,S,5.7,5.7,5.7,30
753,250168,240011,6,2011,2,N,4.7,4.7,4.7,30
752,226687,240011,6,2011,2,S,0,4.6,5,40
752,243865,240022,6,2011,2,S,9.3,9.3,9.3,50
752,243899,240022,6,2011,2,S,5.6,5.6,5.6,50
752,244300,240022,6,2011,2,S,7.2,7.2,7.2,50
752,244868,240022,6,2011,2,S,7.3,7.3,7.3,50
752,245004,240022,6,2011,2,S,6.5,6.5,6.5,50
752,258665,240011,6,2012,2,N,4.1,4.1,4.1,30
752,258750,240022,6,2012,2,S,5.6,5.6,5.6,20
752,258754,240022,6,2012,2,N,4,4,4,20
752,259078,240022,6,2012,2,S,6.3,6.3,6.3,20
752,259232,240022,6,2012,2,S,6.3,6.3,6.3,20
752,259485,240022,6,2012,2,S,5.5,5.5,5.5,20
752,260501,240022,6,2012,2,S,5,5,5,20
752,260548,240022,6,2012,2,N,3.7,3.7,3.7,20
752,260569,240022,6,2012,2,N,3.1,3.1,3.1,20
752,260592,240022,6,2012,2,N,4,4,4,20
752,261499,240022,6,2012,2,S,6.1,6.1,6.1,20
752,261729,240022,6,2012,2,N,4.3,4.3,4.3,20
752,246199,240022,6,2011,2,S,8,8,8,10
752,252419,240022,6,2011,2,S,5.6,5.6,5.6,10
753,228666,240022,6,2011,2,N,4.6,4.6,4.6,20
752,244985,240022,6,2011,2,S,7,7,7,40
752,245453,240022,6,2011,2,S,6.7,6.7,6.7,40
752,246007,240022,6,2011,2,S,7.9,7.9,7.9,40
754,264219,240011,6,2012,2,S,6.8,6.8,6.8,30
753,264829,240011,6,2012,2,S,6.9,6.9,6.9,30
753,265066,240011,6,2012,2,S,6,6,6,30
753,266033,240011,6,2012,2,N,0,0,0,30
754,259436,240011,6,2012,2,N,4.6,4.6,4.6,40
752,260236,240011,6,2012,2,N,0,0,0,40
753,264294,240011,6,2012,2,S,5.2,5.2,5.2,40
753,264839,240011,6,2012,2,N,0,0,0,40
752,258120,240012,6,2012,2,S,5.9,5.9,5.9,10
752,261781,240012,6,2012,2,S,4.7,4.7,5,10
752,264976,240012,6,2012,2,S,5.8,5.8,5.8,10
754,265224,240012,6,2012,2,N,3.2,3.2,3.2,10
