HSCHOOL,AC_YEAR,AC_GRADE,Linear Algebra,Calculus I,Basic Mechanics,Chemistry I,Fundamentals of Informatics,Geometry,Calculus II,Basic Thermodynamics,Chemistry II,Engineering Drawing,MEAN,STD,PASSED,FAILED,NUM_SUBJ,Maths,Physics,Chemistry,Informatics,MEAN_CRED,ENROL_ECTS,PASS_ECTS,ALPHA,RANK_MEAN,NUM_STUD,RANKING
INST.LA SEGARRA,2011,10.617,6.6,6.65,4.65,5.4,7.65,7.0,5.95,6.9,6.3,5.9,6.3,0.91,9.5,0.5,10.0,6.55,5.775,5.85,6.775,6.33,63.0,60.0,0.954,6.055,2,54
INST.LA SEGARRA,2013,11.918,5.2,5.9,6.1,8.0,8.1,7.7,6.6,6.2,6.6,8.7,6.91,1.14,10.0,0.0,10.0,6.35,6.15,7.3,8.4,6.963,60.0,60.0,1.0,6.963,1,21
MONTCLAR,2011,11.298,5.2,5.4,5.7,2.6,5.7,7.8,5.4,5.0,7.1,6.4,5.63,1.39,9.0,1.0,10.0,5.95,5.35,4.85,6.05,6.062,66.0,60.0,0.909,5.511,1,80
MONTCLAR,2012,11.254,4.6,3.9,2.2,3.7,5.0,5.6,3.3,5.0,6.4,3.7,4.34,1.22,4.0,6.0,10.0,4.35,3.6,5.05,4.35,5.825,111.0,60.0,0.541,3.149,1,173
MONTCLAR,2013,12.06,3.6,3.1,2.4,7.5,3.9,5.0,5.2,6.0,6.0,1.8,4.45,1.8,5.0,5.0,10.0,4.225,4.2,6.75,2.85,6.395,91.5,60.0,0.656,4.193,1,122
GARBI PERE VERGES-ESPLUGUES,2011,12.27,5.3,6.7,6.9,4.6,7.0,5.5,7.4,4.0,5.3,7.7,6.04,1.26,8.0,2.0,10.0,6.225,5.45,4.95,7.35,6.49,72.0,60.0,0.833,5.408,1,84
GARBI PERE VERGES-ESPLUGUES,2012,11.015,5.2,4.483,4.567,5.433,5.117,5.4,4.533,6.95,6.05,5.467,5.32,1.28,6.833,3.167,10.0,4.904,5.758,5.742,5.292,6.212,79.25,60.0,0.777,4.861,6,91
GARBI PERE VERGES-ESPLUGUES,2015,10.799,6.45,5.25,3.3,5.117,5.633,4.583,5.425,5.0,5.28,6.1,5.193,1.457,6.667,2.667,9.333,5.454,4.15,4.758,5.708,5.412,64.0,48.25,0.758,4.139,6,70
INST.CORBERA DE LLOBREGAT,2011,10.753,7.133,5.6,5.867,6.8,6.767,6.533,7.1,5.567,6.667,6.8,6.483,0.983,9.333,0.667,10.0,6.592,5.717,6.733,6.783,6.653,64.0,60.0,0.944,6.279,3,37
INST.CORBERA DE LLOBREGAT,2012,11.57,5.7,6.55,5.25,5.9,5.65,5.8,6.1,5.9,6.8,5.45,5.91,0.57,10.0,0.0,10.0,6.038,5.575,6.35,5.55,5.876,60.0,60.0,1.0,5.876,2,44
INST.CORBERA DE LLOBREGAT,2013,10.884,6.1,5.45,5.6,4.3,8.4,5.85,5.5,5.35,5.9,8.95,6.14,1.665,9.0,1.0,10.0,5.725,5.475,5.1,8.675,6.546,66.0,60.0,0.916,6.029,2,42
INST.SALVADOR VILASECA,2011,11.012,5.8,5.0,5.8,5.0,5.0,5.8,5.7,6.0,5.6,7.9,5.76,0.84,10.0,0.0,10.0,5.575,5.9,5.3,6.45,5.818,60.0,60.0,1.0,5.818,1,66
VEDRUNA-BALAGUER,2011,12.18,5.5,6.1,5.4,6.4,3.2,6.2,6.0,6.2,6.3,7.8,5.91,1.15,9.0,1.0,10.0,5.95,5.8,6.35,5.5,6.128,66.0,60.0,0.909,5.57,1,76
MARISTES MONTSERRAT,2011,10.708,4.3,6.0,3.9,3.2,5.4,6.9,6.8,5.0,5.5,5.0,5.2,1.19,7.0,3.0,10.0,6.0,4.45,4.35,5.2,5.687,84.0,60.0,0.714,4.062,1,136
MARISTES MONTSERRAT,2012,11.346,4.3,3.25,3.75,5.8,6.4,5.6,5.0,5.0,3.45,3.1,4.26,1.45,5.0,3.5,8.5,3.95,4.0,4.625,4.75,3.826,66.0,39.0,0.566,2.676,2,181
MARISTES MONTSERRAT,2014,11.7,6.3,6.4,6.0,5.5,8.3,6.3,5.0,8.0,7.0,9.7,6.85,1.43,10.0,0.0,10.0,6.0,7.0,6.25,9.0,6.917,60.0,60.0,1.0,6.917,1,16
INST.ANGELETA FERRER I SENSAT,2011,10.338,1.9,2.0,0.9,3.6,0.1,2.5,4.0,1.0,5.8,7.0,2.88,2.22,2.0,8.0,10.0,2.6,0.95,4.7,3.55,6.21,114.0,60.0,0.526,3.268,1,150
INST.ANGELETA FERRER I SENSAT,2012,12.548,8.6,9.0,7.7,9.0,6.3,8.2,5.5,7.6,8.5,6.0,7.64,1.28,10.0,0.0,10.0,7.825,7.65,8.75,6.15,7.578,60.0,60.0,1.0,7.578,1,2
INST.ANGELETA FERRER I SENSAT,2014,10.188,5.2,4.25,3.7,3.9,4.4,6.2,5.0,7.3,7.7,8.3,4.08,1.045,5.0,2.5,7.5,4.162,3.85,3.875,4.35,3.878,45.0,30.0,0.5,3.668,2,125
PADRE DAMIAN-SAGRADOS CORAZONE,2011,10.178,5.0,4.2,2.7,2.9,4.5,3.9,3.0,6.2,5.5,5.6,4.35,1.23,4.0,6.0,10.0,4.025,4.45,4.2,5.05,5.712,108.0,60.0,0.556,3.174,1,152
PADRE DAMIAN-SAGRADOS CORAZONE,2012,10.502,3.5,5.1,3.7,4.5,5.0,5.5,4.7,6.2,5.0,5.0,4.82,0.79,6.0,4.0,10.0,4.7,4.95,4.75,5.0,5.44,90.0,60.0,0.667,3.627,1,160
PADRE DAMIAN-SAGRADOS CORAZONE,2013,12.138,6.95,6.65,7.2,7.65,8.6,6.85,6.7,6.5,6.85,7.75,7.17,0.83,10.0,0.0,10.0,6.788,6.85,7.25,8.175,7.193,60.0,60.0,1.0,7.193,2,13
PADRE DAMIAN-SAGRADOS CORAZONE,2014,10.558,4.0,4.0,3.9,5.0,3.1,0.0,1.5,1.6,5.3,1.9,3.03,1.72,2.0,8.0,10.0,2.375,2.75,5.15,2.5,5.898,115.5,60.0,0.519,3.064,1,147
PADRE DAMIAN-SAGRADOS CORAZONE,2015,10.708,7.35,6.15,4.95,6.0,4.3,3.95,6.2,5.8,5.05,5.2,5.3,1.63,6.5,2.5,9.0,5.634,4.8,5.525,4.75,5.304,60.0,45.75,0.762,4.336,2,65
INST.MONTGRÍ,2011,10.13,4.3,5.6,4.3,2.6,0.0,3.8,3.8,3.5,4.5,2.6,3.5,1.52,1.0,9.0,10.0,4.375,3.9,3.55,1.3,4.988,132.0,37.5,0.284,1.417,1,161
INST.MONTGRÍ,2012,11.08,6.6,6.2,5.3,4.5,6.1,6.3,5.4,5.0,5.9,5.0,5.63,0.69,9.0,1.0,10.0,6.125,5.15,5.2,5.55,5.897,66.0,60.0,0.909,5.361,1,66
INST.ARRAONA,2011,11.062,5.9,6.4,5.9,7.2,6.6,5.7,5.4,2.8,4.5,5.9,5.63,1.23,8.0,2.0,10.0,5.85,4.35,5.85,6.25,5.922,70.5,60.0,0.851,5.04,1,99
EUROPA INTERNATIONAL SCHOOL,2011,11.146,4.5,5.8,3.4,3.7,7.7,4.8,0.0,5.0,6.4,6.5,4.78,2.14,5.0,5.0,10.0,3.775,4.2,5.05,7.1,5.972,90.0,60.0,0.667,3.982,1,139
EUROPA INTERNATIONAL SCHOOL,2012,11.684,5.0,4.35,5.45,3.875,4.1,5.975,6.1,5.4,6.5,6.225,5.297,1.282,6.0,4.0,10.0,5.356,5.425,5.188,5.162,6.206,85.125,57.0,0.714,4.659,4,107
EUROPA INTERNATIONAL SCHOOL,2013,10.662,2.3,3.1,3.5,3.8,3.2,5.8,6.3,5.0,6.2,7.3,4.65,1.69,5.0,5.0,10.0,4.375,4.25,5.0,5.25,5.957,108.0,60.0,0.556,3.31,1,158
EUROPA INTERNATIONAL SCHOOL,2014,10.744,5.9,3.4,3.0,1.8,2.8,1.8,3.7,4.0,3.4,6.6,3.64,1.56,2.0,8.0,10.0,3.7,3.5,2.6,4.7,5.802,106.5,60.0,0.563,3.269,1,143
VIRGEN DE LA SALUD,2011,10.586,6.0,5.3,5.7,3.7,5.4,5.5,5.7,2.8,6.7,5.6,5.24,1.14,8.0,2.0,10.0,5.625,4.25,5.2,5.5,5.922,72.0,60.0,0.833,4.935,1,103
VIRGEN DE LA SALUD,2012,11.48,7.7,7.8,5.1,6.2,6.0,6.0,5.1,5.0,6.4,6.3,6.16,0.99,10.0,0.0,10.0,6.65,5.05,6.3,6.15,6.158,60.0,60.0,1.0,6.158,1,30
VIRGEN DE LA SALUD,2014,9.762,3.7,1.1,3.5,0.9,1.8,,,,,,2.2,1.32,0.0,5.0,5.0,2.4,3.5,0.9,1.8,1.1,30.0,0.0,0.0,0.0,1,178
VIRGEN DE LA SALUD,2015,9.046,3.2,1.8,2.4,3.2,5.7,0.0,0.7,1.1,1.7,6.8,2.66,2.16,2.0,8.0,10.0,1.425,1.75,2.45,6.25,2.788,60.0,13.5,0.225,0.627,1,188
INST.RIBERA DEL SIÓ,2011,11.506,5.0,5.4,5.7,4.1,5.8,5.6,4.3,2.5,5.4,7.9,5.17,1.39,7.0,3.0,10.0,5.075,4.1,4.75,6.85,6.062,78.0,60.0,0.769,4.663,1,122
INST.RIBERA DEL SIÓ,2012,12.5,6.3,5.0,5.8,5.6,6.6,4.0,4.0,5.8,6.2,5.5,5.48,0.9,8.0,2.0,10.0,4.825,5.8,5.9,6.05,5.912,72.0,60.0,0.833,4.927,1,87
INST.MANUEL CARRASCO I FORMIG.,2011,11.516,5.975,4.575,5.325,5.1,5.95,6.075,5.45,5.675,7.1,5.3,5.652,1.303,7.5,2.5,10.0,5.519,5.5,6.1,5.625,5.895,72.375,49.5,0.771,4.895,4,104
INST.MANUEL CARRASCO I FORMIG.,2012,12.248,7.1,5.7,6.9,7.7,6.1,5.0,5.0,7.0,6.6,5.2,6.23,0.97,10.0,0.0,10.0,5.7,6.95,7.15,5.65,6.195,60.0,60.0,1.0,6.195,1,27
INST.MANUEL CARRASCO I FORMIG.,2013,11.909,6.0,6.7,6.8,7.5,7.45,5.3,4.4,4.5,5.25,5.05,5.895,1.55,7.0,3.0,10.0,5.6,5.65,6.375,6.25,5.89,60.0,42.0,0.7,4.822,2,93
DOLMEN,2011,11.318,5.6,6.2,6.1,5.1,6.2,6.1,6.2,7.9,6.9,6.2,6.25,0.74,10.0,0.0,10.0,6.025,7.0,6.0,6.2,6.232,60.0,60.0,1.0,6.232,1,41
"JAUME VILADOMS, CE",2011,9.882,2.7,2.1,3.1,2.5,3.0,,,0.0,,,2.23,1.15,0.0,6.0,6.0,2.4,1.55,2.5,3.0,0.36,66.0,0.0,0.0,0.0,1,171
INST.MANUEL DE PEDROLO,2011,10.932,6.3,7.4,5.6,5.1,5.5,7.1,7.0,5.1,6.8,5.8,6.17,0.86,10.0,0.0,10.0,6.95,5.35,5.95,5.65,6.145,60.0,60.0,1.0,6.145,1,45
INST.MANUEL DE PEDROLO,2012,11.234,5.0,5.0,0.0,5.6,0.0,,,,,,3.12,2.86,3.0,2.0,5.0,5.0,0.0,5.6,0.0,1.56,30.0,18.0,0.6,0.936,1,194
INST.MANUEL DE PEDROLO,2013,11.104,5.4,5.0,5.4,7.4,6.5,5.0,4.5,3.4,5.0,2.6,5.02,1.37,7.0,3.0,10.0,4.975,4.4,6.2,4.55,5.545,79.5,60.0,0.755,4.185,1,124
